Kabupaten/Kota,Periode,Luas Panen,Curah Hujan,Kelembapan,Suhu,Kecepatan Angin,Sinar Matahari,Produksi
Kabupaten Tulungagung,September 2020,5666.0,92.7,82.3,25.45,19.74,10.76,32241.42
Kabupaten Tulungagung,Oktober 2020,5616.0,210.2,85.48,25.51,16.89,9.08,31986.65
Kabupaten Tulungagung,November 2020,923.0,307.2,87.8,25.77,13.32,8.04,5256.44
Kabupaten Tulungagung,Desember 2020,101.0,368.2,88.84,25.06,14.21,7.3,574.11
Kabupaten Tulungagung,Januari 2021,530.0,348.2,90.13,24.87,11.62,5.68,3176.82
Kabupaten Tulungagung,Februari 2021,3523.0,357.9,90.96,24.65,12.45,7.12,21040.78
Kabupaten Tulungagung,Maret 2021,3642.0,226.8,89.1,25.3,11.25,8.93,21846.71
Kabupaten Tulungagung,April 2021,9326.0,174.6,87.4,25.54,12.18,10.12,55933.06
Kabupaten Tulungagung,Mei 2021,3468.0,63.5,84.52,26.13,14.45,10.53,19781.03
Kabupaten Tulungagung,Juni 2021,2538.0,205.9,87.37,25.54,12.56,9.61,14473.37
Kabupaten Tulungagung,Juli 2021,3092.0,31.3,83.42,24.84,18.03,10.56,17635.51
Kabupaten Tulungagung,Agustus 2021,5813.0,60.1,83.94,24.91,19.19,10.72,33153.41
Kabupaten Tulungagung,September 2021,4096.0,243.2,83.57,25.21,19.11,10.09,26320.94
Kabupaten Tulungagung,Oktober 2021,2060.0,132.9,82.35,25.62,17.03,10.06,13236.8
Kabupaten Tulungagung,November 2021,1127.0,427.5,89.2,25.19,12.18,6.45,7239.09
Kabupaten Tulungagung,Desember 2021,635.0,361.7,87.84,25.55,13.62,7.86,4079.44
Kabupaten Tulungagung,Januari 2022,2133.15,329.5,87.74,24.95,12.99,8.13,11798.84
Kabupaten Tulungagung,Februari 2022,827.77,293.9,90.36,24.71,14.11,7.91,4578.55
Kabupaten Tulungagung,Maret 2022,4178.46,418.8,90.52,25.14,12.84,8.22,23033.24
Kabupaten Tulungagung,April 2022,10366.31,246.3,89.13,25.34,12.08,9.38,57337.95
Kabupaten Tulungagung,Mei 2022,3031.91,214.6,89.48,25.61,11.44,9.25,15382.79
Kabupaten Tulungagung,Juni 2022,1685.79,142.9,87.23,24.97,13.05,9.27,8553.07
Kabupaten Tulungagung,Juli 2022,2841.11,80.0,83.81,24.69,17.58,10.41,14414.74
Kabupaten Tulungagung,Agustus 2022,7473.64,83.6,82.29,24.85,19.36,10.08,37918.48
Kabupaten Tulungagung,September 2022,2218.64,149.3,83.5,25.18,17.58,9.84,10850.19
Kabupaten Tulungagung,Oktober 2022,2303.05,310.1,86.45,24.85,15.57,7.65,11263.0
Kabupaten Tulungagung,November 2022,1565.33,425.8,88.7,25.06,12.28,7.15,7655.2
Kabupaten Tulungagung,Desember 2022,906.09,365.4,88.29,24.95,14.55,8.13,4431.21
Kabupaten Tulungagung,Januari 2023,2348.64,225.2,85.42,25.34,14.9,8.92,13878.91
Kabupaten Tulungagung,Februari 2023,1560.66,392.5,90.18,24.57,12.65,6.4,9046.44
Kabupaten Tulungagung,Maret 2023,9612.43,245.4,88.71,25.21,12.63,9.01,56803.12
Kabupaten Tulungagung,April 2023,5252.79,181.6,86.9,25.68,12.83,9.0,31040.53
Kabupaten Tulungagung,Mei 2023,1736.9,126.4,85.06,25.2,14.91,10.12,9592.47
Kabupaten Tulungagung,Juni 2023,1938.0,47.2,83.67,25.29,17.48,10.41,10703.09
Kabupaten Tulungagung,Juli 2023,5519.43,67.8,84.0,24.11,19.15,10.08,30482.44
Kabupaten Tulungagung,Agustus 2023,5682.48,9.3,82.68,24.05,20.0,10.57,31382.92
Kabupaten Tulungagung,September 2023,2049.06,15.8,80.73,24.48,20.71,10.62,13242.54
Kabupaten Tulungagung,Oktober 2023,1565.1,30.6,79.81,26.47,17.93,11.03,10114.83
Kabupaten Tulungagung,November 2023,1515.03,133.3,81.9,26.86,16.99,10.7,9791.24
Kabupaten Tulungagung,Desember 2023,1458.14,141.2,80.71,26.55,16.24,9.85,9423.58
Kabupaten Tulungagung,Januari 2024,1286.68,311.6,85.97,26.15,14.17,8.94,7995.45
Kabupaten Tulungagung,Februari 2024,1201.97,257.7,88.93,26.05,11.06,8.87,7469.06
Kabupaten Tulungagung,Maret 2024,766.34,237.8,88.1,26.01,12.99,8.53,4762.05
Kabupaten Tulungagung,April 2024,6294.13,179.7,88.4,26.4,12.9,8.97,38892.89
Kabupaten Tulungagung,Mei 2024,6795.19,55.7,85.48,26.07,16.36,10.74,42110.8
Kabupaten Tulungagung,Juni 2024,4488.76,50.6,82.07,26.01,17.75,10.58,27817.51
Kabupaten Tulungagung,Juli 2024,1278.36,39.9,80.9,24.82,19.75,10.45,7922.19
Kabupaten Tulungagung,Agustus 2024,4130.49,16.9,79.87,24.72,20.49,10.6,25597.26
Kabupaten Tulungagung,September 2024,2451.33,81.0,81.0,25.77,18.37,10.74,16160.7
Kabupaten Tulungagung,Oktober 2024,3196.6,107.6,81.42,26.26,18.17,10.89,21073.99
Kabupaten Tulungagung,November 2024,1812.32,346.6,87.9,26.08,12.77,8.76,11947.9
Kabupaten Tulungagung,Desember 2024,465.82,383.9,88.84,25.63,12.29,6.97,3070.97
Kabupaten Blitar,Januari 2018,344.0,372.9,85.77,24.91,13.61,6.18,2123.29
Kabupaten Blitar,Februari 2018,1544.0,305.0,86.39,24.79,12.62,8.07,9013.42
Kabupaten Blitar,Maret 2018,6417.0,204.8,85.9,25.09,11.66,9.57,38862.23
Kabupaten Blitar,April 2018,10042.0,102.6,83.8,25.6,11.51,10.28,61519.8
Kabupaten Blitar,Mei 2018,5677.0,25.5,72.74,26.19,17.2,10.59,32247.23
Kabupaten Blitar,Juni 2018,1584.0,70.5,76.6,25.34,19.23,10.23,8911.26
Kabupaten Blitar,Juli 2018,3495.0,11.2,76.52,23.92,19.07,10.65,19805.22
Kabupaten Blitar,Agustus 2018,2099.0,22.5,74.55,24.09,20.13,10.1,11956.61
Kabupaten Blitar,September 2018,1675.0,25.0,74.83,24.98,19.62,10.53,11326.11
Kabupaten Blitar,Oktober 2018,1922.0,31.0,73.81,26.14,19.79,11.08,12842.01
Kabupaten Blitar,November 2018,890.0,312.0,85.8,25.56,14.53,8.47,6019.42
Kabupaten Blitar,Desember 2018,1413.0,344.7,87.0,25.2,14.33,7.1,9552.03
Kabupaten Blitar,Januari 2019,1117.0,437.9,86.55,25.43,15.38,7.7,7160.03
Kabupaten Blitar,Februari 2019,821.0,288.0,86.79,25.39,10.78,8.43,5275.88
Kabupaten Blitar,Maret 2019,3490.0,539.6,87.65,25.07,12.35,7.33,20283.15
Kabupaten Blitar,April 2019,10972.0,228.0,87.0,25.55,11.28,9.34,69990.1
Kabupaten Blitar,Mei 2019,8076.0,26.7,81.1,25.31,16.19,10.92,45601.73
Kabupaten Blitar,Juni 2019,2553.0,15.4,76.2,24.66,19.23,10.58,14420.69
Kabupaten Blitar,Juli 2019,796.0,15.4,75.23,24.27,20.23,10.38,4479.15
Kabupaten Blitar,Agustus 2019,2047.0,7.4,72.87,24.37,21.22,10.76,11534.68
Kabupaten Blitar,September 2019,1813.0,4.5,71.0,25.17,21.39,10.98,12903.84
Kabupaten Blitar,Oktober 2019,2422.0,15.6,71.65,26.47,20.81,11.31,17393.19
Kabupaten Blitar,November 2019,1599.0,92.6,77.2,26.67,16.16,10.95,11483.51
Kabupaten Blitar,Desember 2019,488.0,285.7,84.39,26.34,11.54,8.69,3501.24
Kabupaten Blitar,Januari 2020,314.0,254.8,85.42,25.76,12.96,9.01,1870.27
Kabupaten Blitar,Februari 2020,486.0,359.4,87.83,25.64,12.59,7.99,2730.98
Kabupaten Blitar,Maret 2020,2124.0,377.6,87.45,25.74,11.95,7.81,12637.8
Kabupaten Blitar,April 2020,8147.0,247.5,86.27,25.79,11.0,9.48,46673.67
Kabupaten Blitar,Mei 2020,10559.0,261.6,84.77,25.8,12.35,9.5,53297.58
Kabupaten Blitar,Juni 2020,2786.0,84.9,84.17,24.69,15.79,10.56,14064.84
Kabupaten Blitar,Juli 2020,1038.0,29.3,80.26,24.34,18.13,10.37,5259.5
Kabupaten Blitar,Agustus 2020,2079.0,40.9,79.87,24.54,17.59,10.54,10509.89
Kabupaten Blitar,September 2020,3022.0,69.5,78.63,25.39,19.63,10.91,20763.24
Kabupaten Blitar,Oktober 2020,3187.0,399.3,83.9,25.43,15.95,9.43,21814.36
Kabupaten Blitar,November 2020,951.0,291.7,87.23,25.46,12.55,7.97,6532.63
Kabupaten Blitar,Desember 2020,101.0,449.6,87.39,24.9,15.0,6.98,692.77
Kabupaten Blitar,Januari 2021,1636.0,641.1,87.48,24.81,13.16,5.49,10497.28
Kabupaten Blitar,Februari 2021,2204.0,331.0,85.54,25.11,17.95,7.45,13122.46
Kabupaten Blitar,Maret 2021,4430.0,243.7,86.26,25.21,12.07,8.58,27847.25
Kabupaten Blitar,April 2021,9102.0,181.6,84.13,25.27,12.63,9.85,59112.91
Kabupaten Blitar,Mei 2021,7690.0,49.7,81.06,25.93,12.83,10.53,47925.3
Kabupaten Blitar,Juni 2021,2496.0,193.6,83.9,25.4,11.65,9.45,15518.55
Kabupaten Blitar,Juli 2021,2310.0,35.9,80.39,24.51,16.15,10.6,14291.18
Kabupaten Blitar,Agustus 2021,2065.0,61.6,81.23,24.79,17.91,10.91,12907.61
Kabupaten Blitar,September 2021,2043.0,180.1,81.87,24.95,17.51,9.99,14069.02
Kabupaten Blitar,Oktober 2021,1797.0,146.8,82.65,25.25,15.78,9.74,12376.19
Kabupaten Blitar,November 2021,1360.0,470.3,88.83,24.81,10.73,5.54,9365.02
Kabupaten Blitar,Desember 2021,1506.0,426.0,87.9,25.1,12.49,7.05,10333.5
Kabupaten Blitar,Januari 2022,897.41,342.8,84.48,25.09,13.89,8.45,5895.45
Kabupaten Blitar,Februari 2022,907.23,344.5,85.61,25.02,15.01,7.65,6030.96
Kabupaten Blitar,Maret 2022,4589.3,390.3,87.19,25.15,13.15,7.85,28149.61
Kabupaten Blitar,April 2022,10836.26,220.1,86.2,25.12,11.48,9.07,76764.97
Kabupaten Blitar,Mei 2022,6094.47,218.4,85.84,25.5,11.54,9.27,32865.16
Kabupaten Blitar,Juni 2022,1439.57,128.1,85.33,24.6,13.47,9.45,7763.05
Kabupaten Blitar,Juli 2022,1711.76,69.4,81.71,24.45,16.91,10.63,9165.88
Kabupaten Blitar,Agustus 2022,1903.2,73.1,79.55,24.85,17.74,10.26,10244.33
Kabupaten Blitar,September 2022,2207.72,153.5,82.37,24.97,15.95,9.92,14799.84
Kabupaten Blitar,Oktober 2022,1995.28,268.7,87.29,24.43,13.9,7.0,13375.71
Kabupaten Blitar,November 2022,1036.68,502.5,88.53,24.73,11.78,6.35,6949.56
Kabupaten Blitar,Desember 2022,518.86,502.9,86.81,24.67,13.85,7.53,3478.27
Kabupaten Blitar,Januari 2023,927.32,271.5,85.87,24.86,15.22,8.75,6236.93
Kabupaten Blitar,Februari 2023,2464.55,409.2,86.29,24.85,15.55,6.53,15391.9
Kabupaten Blitar,Maret 2023,6767.38,281.8,86.19,25.09,12.1,9.05,44937.3
Kabupaten Blitar,April 2023,9054.95,218.0,86.27,25.15,11.77,8.56,62121.93
Kabupaten Blitar,Mei 2023,3530.6,123.4,83.1,24.84,13.86,10.01,20884.39
Kabupaten Blitar,Juni 2023,2037.29,37.8,81.4,25.11,16.31,10.5,11921.23
Kabupaten Blitar,Juli 2023,2441.75,63.3,80.71,24.06,18.57,10.1,14266.77
Kabupaten Blitar,Agustus 2023,2540.18,7.8,77.68,24.05,18.95,10.66,15025.81
Kabupaten Blitar,September 2023,1482.65,8.5,73.73,24.87,20.46,10.82,11187.12
Kabupaten Blitar,Oktober 2023,1616.52,41.9,75.0,26.57,17.75,11.19,12197.22
Kabupaten Blitar,November 2023,1759.79,105.1,79.23,26.65,15.89,10.62,13097.0
Kabupaten Blitar,Desember 2023,1717.19,116.1,80.26,26.09,14.04,9.1,12956.81
Kabupaten Blitar,Januari 2024,682.25,328.8,86.29,25.7,12.75,8.31,4000.31
Kabupaten Blitar,Februari 2024,636.75,360.2,86.86,25.85,11.64,8.5,3733.52
Kabupaten Blitar,Maret 2024,1843.64,259.9,84.71,26.0,15.15,8.48,10188.78
Kabupaten Blitar,April 2024,5976.4,246.0,87.83,26.0,12.62,8.19,33912.17
Kabupaten Blitar,Mei 2024,10138.61,49.9,83.55,25.73,14.96,10.8,51445.49
Kabupaten Blitar,Juni 2024,3261.73,31.3,80.83,25.59,16.19,10.52,17095.68
Kabupaten Blitar,Juli 2024,908.17,24.0,77.0,24.72,18.82,10.42,4675.76
Kabupaten Blitar,Agustus 2024,1360.62,10.2,75.16,24.74,19.84,10.69,6904.23
Kabupaten Blitar,September 2024,1825.01,64.0,76.73,25.62,17.33,10.71,11959.52
Kabupaten Blitar,Oktober 2024,1614.52,97.5,77.84,26.18,16.69,11.09,10580.12
Kabupaten Blitar,November 2024,1863.3,458.3,87.17,25.49,12.12,7.82,12210.44
Kabupaten Blitar,Desember 2024,678.76,571.6,88.71,25.23,12.79,6.8,4448.0
Kabupaten Kediri,Januari 2018,570.0,494.0,85.19,24.7,14.29,7.0,3391.66
Kabupaten Kediri,Februari 2018,2077.0,471.2,86.75,24.41,13.25,7.92,12358.98
Kabupaten Kediri,Maret 2018,11567.0,195.2,84.77,24.94,16.1,9.78,68788.9
Kabupaten Kediri,April 2018,5815.0,146.4,83.67,25.31,11.87,10.34,34595.0
Kabupaten Kediri,Mei 2018,1614.0,13.2,74.48,25.73,15.68,10.62,9261.07
Kabupaten Kediri,Juni 2018,2186.0,30.2,72.97,25.55,20.23,10.53,12542.02
Kabupaten Kediri,Juli 2018,6232.0,4.7,70.29,24.61,24.29,10.85,35752.48
Kabupaten Kediri,Agustus 2018,2359.0,4.8,67.97,24.67,26.77,10.95,13536.18
Kabupaten Kediri,September 2018,983.0,18.7,68.93,25.49,26.27,10.84,6343.24
Kabupaten Kediri,Oktober 2018,1013.0,21.8,67.94,26.63,25.15,11.34,6533.19
Kabupaten Kediri,November 2018,1780.0,194.3,81.33,25.79,20.09,9.4,11487.45
Kabupaten Kediri,Desember 2018,813.0,483.3,84.23,25.21,18.87,7.74,5244.66
Kabupaten Kediri,Januari 2019,1250.0,771.8,87.74,24.91,14.24,7.25,7363.99
Kabupaten Kediri,Februari 2019,1825.0,415.5,86.64,25.09,11.98,8.59,10754.81
Kabupaten Kediri,Maret 2019,11127.0,495.9,86.55,24.88,13.79,7.8,65559.19
Kabupaten Kediri,April 2019,7350.0,243.9,86.53,25.32,11.74,9.49,43303.7
Kabupaten Kediri,Mei 2019,1543.0,39.2,78.55,25.47,15.33,10.87,7956.93
Kabupaten Kediri,Juni 2019,1226.0,14.7,71.87,24.98,21.96,10.77,6320.49
Kabupaten Kediri,Juli 2019,7393.0,36.8,71.35,24.52,23.27,10.75,38096.62
Kabupaten Kediri,Agustus 2019,4282.0,7.9,66.65,24.98,25.39,10.88,22075.46
Kabupaten Kediri,September 2019,778.0,7.1,66.3,25.67,25.4,11.01,4823.57
Kabupaten Kediri,Oktober 2019,319.0,16.8,66.32,26.91,25.35,11.37,1980.86
Kabupaten Kediri,November 2019,1301.0,85.9,72.9,26.9,22.1,11.15,8067.92
Kabupaten Kediri,Desember 2019,1054.0,453.7,84.16,25.97,14.99,8.75,6534.28
Kabupaten Kediri,Januari 2020,1358.0,430.0,85.61,25.48,13.49,9.02,8536.85
Kabupaten Kediri,Februari 2020,965.0,492.0,89.17,25.13,12.25,7.89,6063.19
Kabupaten Kediri,Maret 2020,8871.0,455.9,88.35,25.26,12.05,7.87,55726.05
Kabupaten Kediri,April 2020,8972.0,281.3,87.5,25.36,10.2,9.29,56372.71
Kabupaten Kediri,Mei 2020,2310.0,123.7,84.39,25.69,12.82,9.75,12634.62
Kabupaten Kediri,Juni 2020,991.0,49.6,81.4,24.87,14.73,10.62,5421.65
Kabupaten Kediri,Juli 2020,5975.0,24.7,75.45,24.75,20.19,10.72,32666.34
Kabupaten Kediri,Agustus 2020,3239.0,31.9,74.16,25.19,21.73,10.79,17713.75
Kabupaten Kediri,September 2020,943.0,55.4,72.23,25.93,23.59,10.94,5318.86
Kabupaten Kediri,Oktober 2020,815.0,215.5,81.06,25.45,19.67,9.93,4600.14
Kabupaten Kediri,November 2020,1149.0,258.0,85.57,25.36,16.81,8.67,6485.08
Kabupaten Kediri,Desember 2020,775.0,456.0,85.94,24.81,16.55,7.3,4374.17
Kabupaten Kediri,Januari 2021,847.0,568.8,87.68,24.49,15.51,5.42,5048.24
Kabupaten Kediri,Februari 2021,959.0,714.7,88.82,24.42,15.54,7.31,5712.86
Kabupaten Kediri,Maret 2021,9077.0,555.6,86.13,24.89,12.71,8.75,54046.94
Kabupaten Kediri,April 2021,8246.0,194.2,82.3,25.12,13.31,9.74,49110.37
Kabupaten Kediri,Mei 2021,1391.0,112.0,81.1,25.66,12.54,10.33,6952.79
Kabupaten Kediri,Juni 2021,852.0,133.5,84.73,24.93,11.69,9.52,4258.15
Kabupaten Kediri,Juli 2021,6709.0,21.8,75.58,24.8,19.16,10.71,33539.58
Kabupaten Kediri,Agustus 2021,3237.0,38.7,74.61,25.38,21.43,10.97,16184.12
Kabupaten Kediri,September 2021,654.0,88.0,75.6,25.5,21.49,10.54,4028.96
Kabupaten Kediri,Oktober 2021,890.0,128.2,77.39,25.67,23.9,10.61,5480.41
Kabupaten Kediri,November 2021,714.0,475.4,87.07,24.75,16.34,6.57,4398.58
Kabupaten Kediri,Desember 2021,1536.0,361.1,85.65,25.19,17.82,7.56,9461.01
Kabupaten Kediri,Januari 2022,629.63,533.3,84.84,24.79,15.33,8.11,3982.84
Kabupaten Kediri,Februari 2022,1018.74,432.1,87.11,24.44,15.33,7.57,6444.23
Kabupaten Kediri,Maret 2022,8128.63,650.5,87.35,24.75,14.57,8.25,51324.93
Kabupaten Kediri,April 2022,6420.84,345.2,86.0,24.85,14.71,9.08,40549.24
Kabupaten Kediri,Mei 2022,922.68,280.4,86.87,25.03,12.27,8.91,4447.09
Kabupaten Kediri,Juni 2022,869.51,241.3,84.53,24.41,14.08,9.36,4190.83
Kabupaten Kediri,Juli 2022,6722.36,68.6,80.19,24.43,16.86,10.59,32404.48
Kabupaten Kediri,Agustus 2022,1769.36,93.2,77.58,24.81,21.17,10.6,8527.89
Kabupaten Kediri,September 2022,824.19,147.6,79.73,25.06,21.45,10.13,4829.49
Kabupaten Kediri,Oktober 2022,154.52,386.7,84.16,24.61,19.28,7.81,905.44
Kabupaten Kediri,November 2022,1069.85,435.8,86.83,24.67,14.72,7.04,6268.99
Kabupaten Kediri,Desember 2022,849.55,397.9,85.19,24.61,16.29,7.65,4978.1
Kabupaten Kediri,Januari 2023,1389.92,364.7,83.26,24.96,17.58,8.8,4613.28
Kabupaten Kediri,Februari 2023,1058.81,699.2,87.5,24.33,16.05,6.43,6863.24
Kabupaten Kediri,Maret 2023,8415.55,432.5,85.65,24.81,13.07,8.88,35940.27
Kabupaten Kediri,April 2023,6283.4,225.4,84.47,25.21,14.58,8.52,43962.98
Kabupaten Kediri,Mei 2023,1597.04,142.3,80.65,24.97,15.91,9.91,10789.87
Kabupaten Kediri,Juni 2023,1714.31,99.3,78.37,25.3,18.83,10.74,5172.9
Kabupaten Kediri,Juli 2023,5278.88,39.7,75.16,24.7,22.96,10.72,23642.82
Kabupaten Kediri,Agustus 2023,2168.18,7.1,72.39,24.78,24.41,10.75,18307.1
Kabupaten Kediri,September 2023,1148.55,10.5,67.93,25.57,26.0,11.02,7389.2
Kabupaten Kediri,Oktober 2023,689.71,24.2,70.74,27.06,22.54,11.3,3892.17
Kabupaten Kediri,November 2023,753.9,134.7,76.07,26.87,20.98,10.62,5754.64
Kabupaten Kediri,Desember 2023,770.08,251.7,78.23,26.14,20.7,9.68,7743.73
Kabupaten Kediri,Januari 2024,789.56,454.0,85.32,25.63,17.0,8.61,8415.53
Kabupaten Kediri,Februari 2024,1174.64,395.6,87.14,25.54,14.06,8.36,6410.77
Kabupaten Kediri,Maret 2024,6157.61,477.0,86.26,25.64,13.7,8.29,50887.0
Kabupaten Kediri,April 2024,7525.11,345.3,87.9,25.73,13.4,8.21,37963.58
Kabupaten Kediri,Mei 2024,2051.03,52.6,82.13,25.77,16.42,10.8,8589.61
Kabupaten Kediri,Juni 2024,982.64,45.1,79.2,25.66,15.58,10.69,9214.37
Kabupaten Kediri,Juli 2024,4494.63,69.8,75.58,24.72,19.55,10.45,28386.24
Kabupaten Kediri,Agustus 2024,3477.6,15.9,71.0,25.15,24.4,10.75,11661.46
Kabupaten Kediri,September 2024,1146.19,99.1,73.07,25.97,21.74,10.72,7517.03
Kabupaten Kediri,Oktober 2024,603.74,52.6,73.97,26.5,22.56,11.22,4514.02
Kabupaten Kediri,November 2024,892.64,386.5,85.97,25.48,15.5,8.54,4934.13
Kabupaten Kediri,Desember 2024,1201.18,632.5,88.45,25.09,16.71,7.14,5040.02
Kabupaten Malang,Januari 2018,2104.0,354.9,87.35,23.65,14.18,5.51,12267.24
Kabupaten Malang,Februari 2018,1988.0,284.6,87.96,23.6,12.99,7.58,11593.92
Kabupaten Malang,Maret 2018,5019.0,180.4,88.13,23.91,12.0,9.7,28946.68
Kabupaten Malang,April 2018,9819.0,68.4,83.37,24.41,13.75,10.68,55664.58
Kabupaten Malang,Mei 2018,5230.0,9.5,77.16,24.5,21.17,10.8,27351.58
Kabupaten Malang,Juni 2018,5234.0,74.7,80.6,23.67,21.66,10.49,27238.83
Kabupaten Malang,Juli 2018,2997.0,1.8,80.81,22.28,23.39,10.74,15560.16
Kabupaten Malang,Agustus 2018,4315.0,6.0,79.16,22.37,23.05,10.27,22119.22
Kabupaten Malang,September 2018,4686.0,12.7,77.5,23.35,21.86,10.71,29991.31
Kabupaten Malang,Oktober 2018,3268.0,18.7,76.32,24.55,21.1,11.07,20920.14
Kabupaten Malang,November 2018,3353.0,242.1,86.47,24.35,16.15,8.91,21286.76
Kabupaten Malang,Desember 2018,2360.0,463.4,89.1,24.01,14.74,6.78,15079.48
Kabupaten Malang,Januari 2019,3389.0,422.5,87.94,24.2,14.19,7.69,20509.11
Kabupaten Malang,Februari 2019,1883.0,245.4,88.18,24.2,10.28,8.47,11416.22
Kabupaten Malang,Maret 2019,3584.0,540.2,88.94,23.94,12.52,7.3,21724.71
Kabupaten Malang,April 2019,8064.0,199.4,88.3,24.32,12.34,9.48,47780.37
Kabupaten Malang,Mei 2019,6432.0,15.6,83.81,23.86,20.49,10.91,36030.88
Kabupaten Malang,Juni 2019,5616.0,7.8,81.17,23.02,21.39,10.63,31549.23
Kabupaten Malang,Juli 2019,3128.0,26.8,81.87,22.34,22.93,10.59,17582.24
Kabupaten Malang,Agustus 2019,3104.0,1.5,77.45,22.59,23.52,10.9,17445.05
Kabupaten Malang,September 2019,4625.0,2.8,75.07,23.54,24.61,10.99,26843.24
Kabupaten Malang,Oktober 2019,2981.0,3.4,71.97,25.08,22.57,11.37,17450.11
Kabupaten Malang,November 2019,3173.0,98.6,79.03,25.32,17.07,10.99,18576.79
Kabupaten Malang,Desember 2019,2419.0,183.5,84.48,25.24,11.93,9.0,14164.31
Kabupaten Malang,Januari 2020,3088.0,236.1,87.45,24.55,13.92,8.97,19687.31
Kabupaten Malang,Februari 2020,2028.0,365.6,88.86,24.48,11.59,8.23,12929.94
Kabupaten Malang,Maret 2020,2556.0,324.8,88.39,24.45,11.63,7.74,16296.26
Kabupaten Malang,April 2020,4235.0,166.8,87.5,24.46,11.02,9.63,26997.73
Kabupaten Malang,Mei 2020,8285.0,196.1,86.1,24.6,14.58,9.2,45943.72
Kabupaten Malang,Juni 2020,6564.0,21.6,85.93,23.42,20.47,10.76,36566.85
Kabupaten Malang,Juli 2020,3349.0,21.8,83.58,22.92,23.48,10.58,18664.26
Kabupaten Malang,Agustus 2020,3744.0,30.8,82.06,23.24,22.21,10.64,20864.05
Kabupaten Malang,September 2020,3620.0,40.0,80.13,24.01,22.75,10.98,22100.15
Kabupaten Malang,Oktober 2020,3776.0,227.8,84.97,24.12,18.93,9.8,23719.8
Kabupaten Malang,November 2020,2836.0,302.4,87.0,24.38,14.66,8.57,17813.11
Kabupaten Malang,Desember 2020,2039.0,466.1,89.19,23.69,12.94,5.87,12806.64
Kabupaten Malang,Januari 2021,2859.0,593.6,89.39,23.69,12.96,5.24,16774.25
Kabupaten Malang,Februari 2021,3314.0,318.2,87.75,23.92,14.37,7.45,19447.32
Kabupaten Malang,Maret 2021,5069.0,333.6,87.74,24.02,11.91,8.44,28799.36
Kabupaten Malang,April 2021,6921.0,146.9,84.53,23.96,13.51,10.15,40596.83
Kabupaten Malang,Mei 2021,4494.0,43.7,83.19,24.52,14.91,10.43,27393.78
Kabupaten Malang,Juni 2021,3983.0,330.4,85.57,24.04,11.94,9.77,24282.68
Kabupaten Malang,Juli 2021,4933.0,10.4,82.58,23.13,20.32,10.5,29843.72
Kabupaten Malang,Agustus 2021,4549.0,57.7,84.35,23.28,22.32,10.78,27731.94
Kabupaten Malang,September 2021,2115.0,154.6,83.73,23.6,21.33,10.27,13416.69
Kabupaten Malang,Oktober 2021,2874.0,109.4,84.29,23.99,18.15,9.85,18229.67
Kabupaten Malang,November 2021,2186.0,408.1,89.7,23.76,11.41,5.77,13864.58
Kabupaten Malang,Desember 2021,2046.0,457.3,89.35,23.99,12.42,7.08,12977.79
Kabupaten Malang,Januari 2022,4233.9,294.0,86.84,23.84,14.87,8.25,26206.97
Kabupaten Malang,Februari 2022,1676.67,244.7,87.32,23.72,13.49,7.47,10378.24
Kabupaten Malang,Maret 2022,5129.08,394.9,88.55,23.94,11.63,7.81,31248.4
Kabupaten Malang,April 2022,7177.74,157.4,87.07,23.96,12.22,9.63,42413.56
Kabupaten Malang,Mei 2022,5386.51,176.8,86.65,24.27,11.91,9.52,30193.41
Kabupaten Malang,Juni 2022,3755.81,94.0,85.63,23.49,15.64,9.77,21052.72
Kabupaten Malang,Juli 2022,3774.41,43.7,83.39,23.25,21.86,10.55,21043.0
Kabupaten Malang,Agustus 2022,3578.29,57.4,82.71,23.4,21.64,10.38,19820.58
Kabupaten Malang,September 2022,2824.87,107.0,84.93,23.67,19.77,10.02,17482.64
Kabupaten Malang,Oktober 2022,3002.99,264.2,88.1,23.42,15.45,7.51,18584.99
Kabupaten Malang,November 2022,2735.08,392.2,89.3,23.63,13.08,6.43,16926.94
Kabupaten Malang,Desember 2022,2626.56,317.5,87.74,23.54,14.2,7.73,16255.33
Kabupaten Malang,Januari 2023,3057.49,266.0,87.26,23.73,15.45,8.4,19480.42
Kabupaten Malang,Februari 2023,1634.2,350.1,88.68,23.52,15.75,5.83,10412.11
Kabupaten Malang,Maret 2023,7396.54,249.0,87.19,23.91,12.38,9.23,44844.59
Kabupaten Malang,April 2023,5818.45,219.7,88.53,23.95,12.26,8.15,36961.54
Kabupaten Malang,Mei 2023,4266.26,39.5,84.58,23.72,16.56,9.85,27504.44
Kabupaten Malang,Juni 2023,3915.65,42.9,85.37,23.63,18.03,10.53,25265.81
Kabupaten Malang,Juli 2023,3687.64,35.8,83.45,22.78,23.45,9.9,23177.8
Kabupaten Malang,Agustus 2023,2376.62,3.4,80.19,22.69,23.41,10.66,15335.19
Kabupaten Malang,September 2023,3374.74,2.4,76.8,23.25,24.16,10.97,21909.05
Kabupaten Malang,Oktober 2023,3422.15,14.8,75.06,25.44,19.85,11.17,22216.84
Kabupaten Malang,November 2023,2796.58,96.0,79.57,25.56,17.72,10.93,18155.59
Kabupaten Malang,Desember 2023,2172.27,164.7,82.84,24.8,15.03,8.76,14102.53
